"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","feature"
"21923","Aatk","-1.145017e-01"," 2.8906429629","-5.425655e-01"," 5.874644e-01"," 6.242259e-01"," -7.459498339","Aatk"
"21924","Mrpl37"," 1.144150e-01"," 1.3812271207"," 3.992423e-01"," 6.897397e-01"," 7.212258e-01"," -7.479005632","Mrpl37"
"21925","Atp8a2"," 1.143894e-01","-0.2729932520"," 8.745041e-01"," 3.819053e-01"," 4.224105e-01"," -7.583145692","Atp8a2"
"21926","Ndufs5","-1.143084e-01"," 2.7934548042","-5.326646e-01"," 5.943005e-01"," 6.306604e-01"," -7.223527541","Ndufs5"
"21927","Nup93"," 1.141127e-01"," 0.2287837108"," 5.808983e-01"," 5.613474e-01"," 5.995193e-01"," -7.674206866","Nup93"
"21928","Mag","-1.140678e-01"," 5.3452611180","-6.385220e-01"," 5.231768e-01"," 5.629515e-01"," -7.602031676","Mag"
"21929","Gmppb","-1.140460e-01"," 0.2831742986","-6.093089e-01"," 5.423603e-01"," 5.816535e-01"," -7.738094214","Gmppb"
"21930","Fem1c","-1.139523e-01"," 0.1504785780","-6.710414e-01"," 5.022396e-01"," 5.422994e-01"," -7.716899971","Fem1c"
"21931","0610007P08Rik","-1.139424e-01"," 0.5298041572","-6.112886e-01"," 5.410493e-01"," 5.804600e-01"," -7.700334143","0610007P08Rik"
"21932","Tpst2","-1.139304e-01"," 1.3523109366","-4.053032e-01"," 6.852801e-01"," 7.172027e-01"," -7.514441791","Tpst2"
"21933","Raver1-fdx1l"," 1.139207e-01"," 0.1129210234"," 8.634666e-01"," 3.879417e-01"," 4.285005e-01"," -7.520634138","Raver1-fdx1l"
"21934","Arih2"," 1.139175e-01"," 0.8417446586"," 5.156331e-01"," 6.061441e-01"," 6.420076e-01"," -7.580819339","Arih2"
"21935","Ngb"," 1.138680e-01","-0.2608736954"," 8.451436e-01"," 3.980900e-01"," 4.385315e-01"," -7.596866212","Ngb"
"21936","Jph4","-1.138010e-01"," 1.6939676803","-7.512751e-01"," 4.525389e-01"," 4.930877e-01"," -7.639594623","Jph4"
"21937","Fkbp7"," 1.137288e-01"," 0.1229210617"," 6.602385e-01"," 5.091454e-01"," 5.490981e-01"," -7.652707029","Fkbp7"
"21938","Drosha"," 1.136369e-01"," 0.6859562448"," 5.649663e-01"," 5.721339e-01"," 6.097332e-01"," -7.612456573","Drosha"
"21939","Mrps6"," 1.136163e-01"," 1.7362978028"," 4.432796e-01"," 6.575916e-01"," 6.914982e-01"," -7.456678571","Mrps6"
"21940","A230072C01Rik","-1.136113e-01"," 0.0342090797","-6.627851e-01"," 5.075130e-01"," 5.474132e-01"," -7.671473184","A230072C01Rik"
"21941","Zfp157"," 1.135577e-01"," 0.3004807501"," 5.693383e-01"," 5.691640e-01"," 6.067889e-01"," -7.644315919","Zfp157"
